Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D,Net Income LTM,Market Cap (USD),Cash Flow Yield,Net Debt (USD),EV at Low Date (USD),P/E at Low Date,Debt Years
FLS,FLOWSERVE CORP,"Flowserve Corporation designs, manufactures, distributes, and services industrial flow management equipment in the United States, Canada, Mexico, Europe, the Middle East, Africa, and the Asia Pacific.",USD,70.16,70.16,2025-12-30,39.06,2025-04-08,33.4,73.26,2025-12-11,69.0,2025-12-17,5.8,1285113,0.0378,,,2025-05-13,35.0,40.04,2025-04-21,2025-06-27,True,784140000,9331312640,0.0426,837304000,6131369096,25.23,1.33
SNV,SYNOVUS FINANCIAL CORP,Synovus Financial Corp. operates as the bank holding company for Synovus Bank that provides commercial and consumer banking products and services in the United States.,USD,51.33,51.33,2025-12-30,37.39,2025-04-08,6.3,58.71,2025-07-22,43.73,2025-10-29,25.5,884633,0.0185,,,2025-06-23,76.0,39.13,2025-04-14,2025-06-27,True,2544534000,6947805696,0.0833,847026176,6406658655,9.81,1.27
PENG,"Penguin Solutions, Inc.","Penguin Solutions, Inc. designs, builds, deploys and manages enterprise solutions worldwide.",USD,20.03,20.03,2025-12-30,14.53,2025-04-08,-26.0,36.5,2022-01-03,12.63,2022-10-20,65.4,986650,0.0374,2022-11-11,22.0,2025-05-12,34.0,15.71,2025-04-21,2025-06-26,True,-148050000,1036749184,0.0929,62261984,887982068,62.09,0.54
TBBK,"Bancorp, Inc.","The Bancorp, Inc. operates as the financial holding company for The Bancorp Bank, National Association that provides banking products and services in the United States.",USD,68.25,68.25,2025-12-30,40.93,2025-04-07,-7.4,80.34,2025-10-14,59.41,2025-11-19,26.1,522883,0.0317,,,2025-05-12,35.0,43.51,2025-04-21,2025-06-26,True,650702000,3239317760,0.1092,413097008,2417401832,12.18,1.09
PJT,PJT Partners Inc.,"PJT Partners Inc. , an investment bank, provides various strategic advisory, shareholder advisory, capital markets advisory, and restructuring and special situations services to corporations, financial sponsors, institutional investors, and govern...",USD,169.68,169.68,2025-12-30,124.87,2025-04-08,-2.2,187.99,2025-09-18,158.62,2025-11-17,15.6,241130,0.019,,,2025-06-26,79.0,126.41,2025-04-21,2025-06-26,True,412894000,7192036352,0.0585,12755008,5059261583,39.59,0.02
AYI,ACUITY INC. (DE),"Acuity Inc. provides lighting, lighting controls, building management system, and an audio, video, and control platform in the United States and internationally.",USD,364.92,364.92,2025-12-30,222.91,2025-04-08,0.6,374.72,2025-12-04,350.51,2025-12-17,6.5,262560,0.0155,,,2025-06-26,79.0,228.13,2025-04-16,2025-06-26,True,1549200000,9902302208,0.0413,581900000,7604403781,23.17,1.09
NVST,Envista Holdings Corp,"Envista Holdings Corporation, together with its subsidiaries, develops, manufactures, markets, and sells dental products in the United States, China, and internationally.",USD,21.91,21.91,2025-12-30,14.76,2025-04-08,7.6,50.9,2022-03-21,14.76,2025-04-08,71.0,2104850,0.0185,2025-06-11,64.0,2025-06-11,64.0,14.87,2025-04-21,2025-06-25,True,-635200000,3925212672,0.0617,468199936,2939322093,90.19,1.78
ILMN,"ILLUMINA, INC.","Illumina, Inc. provides sequencing- and array-based solutions for genetic and genomic analysis in the Americas, Europe, Greater China, the Asia Pacific, the Middle East, and Africa.",USD,132.75,132.75,2025-12-30,70.3,2025-04-08,29.8,510.54,2021-08-16,70.3,2025-04-08,86.2,1636623,0.0348,2025-06-24,77.0,2025-06-24,77.0,71.2,2025-04-17,2025-06-25,True,-6026000000,22414071808,0.067,1298000000,12241439531,10.7,1.3
GNRC,GENERAC HOLDINGS INC.,"Generac Holdings Inc. designs, manufactures, and distributes energy technology products and solution worldwide.",USD,137.86,137.86,2025-12-30,101.92,2025-04-08,-17.9,505.8,2021-11-01,82.2,2023-10-27,83.7,1026486,0.0306,2023-11-14,18.0,2025-06-23,76.0,106.58,2025-04-21,2025-06-25,True,1412004000,8731601920,0.0668,1187420000,7441967862,21.84,2.8
CAT,CATERPILLAR INC,"Caterpillar Inc. manufactures and sells construction and mining equipment, off-highway diesel and natural gas engines, industrial gas turbines, and diesel-electric locomotives in the United States and internationally.",USD,577.39,577.39,2025-12-30,270.85,2025-04-08,20.4,625.61,2025-12-11,561.89,2025-12-17,10.2,2510990,0.0229,,,2025-06-09,62.0,282.89,2025-04-21,2025-06-24,True,34321000000,284896067584,0.0331,34901001216,168295685176,18.38,4.62
EADSF,Airbus SE/ADR,"Airbus SE, together with its subsidiaries, engages in the design, manufacture, and delivery of aeronautics and aerospace products, services, and solutions worldwide.",USD,231.16,231.16,2025-12-30,144.76,2025-04-08,-1.2,253.36,2025-10-29,221.52,2025-12-02,12.6,1946,0.0177,,,2025-06-03,56.0,149.78,2025-04-22,2025-06-24,True,16481000000,203109023744,0.0349,1501000704,122461906156,28.8,0.42
WT,"WisdomTree, Inc.","WisdomTree, Inc. , through its subsidiaries, operates as an exchange-traded funds (ETFs) sponsor and asset manager.",USD,12.42,12.42,2025-12-30,7.61,2025-04-08,-8.2,14.63,2025-09-19,10.73,2025-11-20,26.7,2974183,0.0156,,,2025-06-09,62.0,8.01,2025-04-21,2025-06-24,True,269720000,1934458624,0.0586,296097984,1483252414,25.02,2.37
DBD,"DIEBOLD NIXDORF, Inc","Diebold Nixdorf, Incorporated engages in the automating, digitizing, and transforming the way people bank and shop worldwide.",USD,68.63,68.63,2025-12-30,37.04,2025-04-08,20.4,69.29,2025-12-26,,,,208726,0.0242,,,2025-05-13,35.0,40.6,2025-04-21,2025-06-24,True,-676700000,2491080960,0.0731,803900000,2291221871,,3.5
EIPAF,ENI SPA,Eni S. p.,USD,18.42,18.42,2025-12-30,11.98,2025-04-07,5.1,19.34,2025-11-24,18.11,2025-12-19,6.4,123,0.0217,,,2025-06-24,78.0,12.02,2025-04-14,2025-06-24,True,27103000000,54676750336,0.0467,18926998528,56651571628,19.61,4.82
JKS,"JinkoSolar Holding Co., Ltd.","JinkoSolar Holding Co. , Ltd.",USD,26.32,26.32,2025-12-30,13.04,2025-04-10,4.2,66.53,2020-12-23,13.04,2025-04-10,80.4,661863,0.0426,2025-05-08,28.0,2025-05-08,28.0,14.53,2025-04-14,2025-06-23,True,4843507000,1385835008,0.3937,18205046784,19003593524,,2.43
TIMB,TIM S.A.,TIM S. A.,USD,19.51,19.51,2025-12-30,10.74,2025-01-10,-11.5,23.77,2025-11-11,19.36,2025-12-29,18.6,340746,0.018,,,2025-02-12,33.0,14.71,2025-04-16,2025-06-20,True,10619232000,9868289024,0.4043,9831538176,17028674636,2.72,1.08
FORTY,FORMULA SYSTEMS (1985) LTD,"Formula Systems (1985) Ltd. , through its subsidiaries, provides proprietary and non-proprietary software solutions and information technologies (IT) professional services in Israel, the United States, Europe, Africa, Japan, and internationally.",USD,167.02,167.02,2025-12-30,81.6,2025-01-10,19.4,189.99,2025-12-24,,,,203,0.0314,,,2025-05-29,139.0,85.25,2025-04-15,2025-06-18,True,279662000,2544149248,0.1924,206615040,1535957222,21.1,0.7
RRC,RANGE RESOURCES CORP,"Range Resources Corporation operates as an independent natural gas, natural gas liquids (NGLs), and oil company in the United States.",USD,36.08,36.08,2025-12-30,31.87,2025-04-08,-9.0,43.01,2025-06-20,32.63,2025-08-19,24.1,3116070,0.0229,,,2025-06-16,69.0,32.38,2025-04-21,2025-06-18,False,2732630000,8074678272,0.0362,1372913000,9142706036,32.03,2.76
TRMD,TORM plc,"TORM plc, a shipping company, owns and operates a fleet of product tankers in the United Kingdom.",USD,19.54,19.54,2025-12-30,13.04,2025-04-04,-5.9,33.13,2024-07-23,13.04,2025-04-04,60.6,505336,0.0196,2025-05-20,46.0,2025-05-20,46.0,14.02,2025-04-15,2025-06-18,True,1781511000,2354392832,0.0416,690100000,2237714030,5.71,2.81
VLO,VALERO ENERGY CORP/TX,"Valero Energy Corporation manufactures, markets, and sells petroleum-based and low-carbon liquid transportation fuels and petrochemical products in the United States, Canada, the United Kingdom, Ireland, Latin America, Mexico, Peru, and internatio...",USD,164.86,164.86,2025-12-30,102.32,2025-04-04,-1.1,184.27,2025-11-18,161.94,2025-12-18,12.1,2916283,0.0191,,,2025-06-16,73.0,104.71,2025-04-16,2025-06-17,True,24063000000,59433893888,0.0654,5816999936,39097120525,665.6,1.47
SMSOF,Samsonite International SA/ADR,Samsonite Group S. A.,USD,2.41,2.41,2025-12-30,1.34,2025-05-29,23.6,3.49,2024-03-14,1.34,2025-05-29,61.6,31520,0.0468,2025-06-17,19.0,2025-06-17,19.0,1.34,2025-05-29,2025-06-17,True,1069500000,4195328256,0.1114,1866199968,4070267381,6.38,4.12
SGBAF,SES S.A.,SES S. A.,USD,6.43,6.43,2025-12-30,2.79,2025-01-17,-16.5,8.19,2025-10-29,5.52,2025-11-14,32.6,1480,0.0526,,,2025-02-07,21.0,4.74,2025-04-29,2025-06-17,True,-471000000,2776082432,0.2243,1176000000,3134129555,,1.67
INSW,"International Seaways, Inc.","International Seaways, Inc. owns and operates a fleet of oceangoing vessels for the transportation of crude oil and petroleum products in the international flag trade.",USD,48.36,48.36,2025-12-30,27.38,2025-04-04,6.6,55.2,2024-05-24,27.38,2025-04-04,50.4,493123,0.0189,2025-05-09,35.0,2025-05-09,35.0,29.86,2025-04-15,2025-06-17,True,1227569000,2692495872,0.0659,390266976,1939279498,8.75,5.51
GSAT,"Globalstar, Inc.","Globalstar, Inc. provides mobile satellite services in the United States, Canada, Europe, Central and South America, and internationally.",USD,61.72,61.72,2025-12-30,17.59,2025-05-09,57.6,73.68,2025-12-11,56.91,2025-12-17,22.8,799656,0.0534,,,2025-06-16,38.0,17.59,2025-05-09,2025-06-16,True,-457422000,7829735424,0.0755,226089984,2457177706,,0.63
ZGN,Ermenegildo Zegna N.V.,Ermenegildo Zegna N. V.,USD,10.32,10.32,2025-12-30,6.08,2025-04-08,7.2,15.6,2023-08-11,6.08,2025-04-08,61.0,545000,0.0255,2025-05-05,27.0,2025-05-05,27.0,6.74,2025-04-14,2025-06-16,True,114093000,2746706176,0.0602,810595008,2551107155,22.58,5.28
FRO,Frontline plc,"Frontline plc, a shipping company, engages in the ownership and operation of oil and product tankers worldwide.",USD,21.72,21.72,2025-12-30,12.7,2025-04-04,-5.0,26.48,2024-05-28,12.7,2025-04-04,52.0,3170493,0.0217,2025-04-29,25.0,2025-04-29,25.0,14.37,2025-04-15,2025-06-13,True,1612573000,5438677504,0.0737,3048073008,6280557458,20.14,5.47
CVE,CENOVUS ENERGY INC.,"Cenovus Energy Inc. , together with its subsidiaries, develops, produces, refines, transports, and markets crude oil, natural gas, and refined petroleum products in Canada, the United States, and China.",USD,17.04,17.04,2025-12-30,10.47,2025-04-08,1.7,22.52,2022-06-07,10.47,2025-04-08,53.5,10028003,0.0181,2025-05-13,35.0,2025-05-13,35.0,11.21,2025-04-15,2025-06-13,True,14288000000,30918139904,0.0598,8127000320,29499942699,11.71,2.88
STNG,Scorpio Tankers Inc.,"Scorpio Tankers Inc. , together with its subsidiaries, engages in the seaborne transportation of crude oil and refined petroleum products worldwide.",USD,50.7,50.7,2025-12-30,31.26,2025-04-04,-10.3,80.09,2024-06-27,31.26,2025-04-04,61.0,1020690,0.0169,2025-05-12,38.0,2025-05-12,38.0,32.96,2025-04-15,2025-06-13,True,1618488000,2908033792,0.1525,232747008,1971459132,6.09,0.69
YRAIF,YARA INTERNATIONAL ASA,"Yara International ASA provides crop nutrition and industrial solutions in Norway, European Union, Europe, Africa, Asia, North and Latin America, Australia, and New Zealand.",USD,37.05,37.05,2025-12-30,26.9,2025-01-13,3.5,44.0,2022-06-08,26.63,2024-08-07,39.5,10,0.0055,2025-06-11,308.0,2025-06-11,149.0,28.65,2025-04-14,2025-06-13,False,3288000000,10012610560,0.0471,3321000000,10876560488,26.05,5.29
OVV,Ovintiv Inc.,"Ovintiv Inc. , together with its subsidiaries, explores, develops, produces, and markets natural gas, oil, and natural gas liquids in North America.",USD,39.56,39.56,2025-12-30,30.5,2025-04-08,-1.7,56.1,2022-06-07,29.66,2023-05-16,47.1,3002296,0.0213,2023-07-19,64.0,2025-06-11,64.0,31.5,2025-04-15,2025-06-13,True,8263000000,9796040704,0.083,6404000192,14558926017,28.32,4.32
LPG,DORIAN LPG LTD.,"Dorian LPG Ltd. , together with its subsidiaries, engages in the transportation of liquefied petroleum gas through its LPG tankers worldwide.",USD,23.93,23.93,2025-12-30,16.23,2025-04-04,-15.5,43.75,2024-05-30,16.23,2025-04-04,62.9,466483,0.0193,2025-05-12,38.0,2025-05-12,38.0,18.42,2025-04-15,2025-06-13,True,641996341,1193469824,0.0896,430167520,1272793226,21.67,4.82
YARIY,YARA INTERNATIONAL ASA,"Yara International ASA provides crop nutrition and industrial solutions in Norway, European Union, Europe, Africa, Asia, North and Latin America, Australia, and New Zealand.",USD,20.51,20.51,2025-12-30,12.96,2024-12-31,9.5,22.19,2022-06-06,12.93,2024-12-23,41.7,14923,0.015,2025-05-15,143.0,2025-05-15,135.0,14.36,2025-04-15,2025-06-12,True,3288000000,9827315712,0.0477,3321000000,10738610472,25.58,5.29
IMO,IMPERIAL OIL LTD,"Imperial Oil Limited engages in exploration, production, and sale of crude oil and natural gas in Canada.",USD,86.96,86.96,2025-12-30,59.79,2025-04-08,-3.4,100.83,2025-11-18,83.72,2025-12-18,17.0,514260,0.0162,,,2025-06-12,65.0,60.52,2025-04-15,2025-06-12,True,19498000000,45259890688,0.1048,2363000064,33365362952,8.27,0.49
VET,VERMILION ENERGY INC.,"Vermilion Energy Inc. , an oil and gas producer, focuses on the acquisition, exploration, development, and optimization of producing properties in North America, Europe, and Australia.",USD,8.36,8.36,2025-12-30,5.36,2025-04-08,4.1,26.89,2022-08-29,5.36,2025-04-08,80.1,1422540,0.028,2025-05-14,36.0,2025-05-14,36.0,5.95,2025-04-30,2025-06-11,True,2177432000,1250619904,0.0528,1279276944,2206858544,19.19,3.43
CF,"CF Industries Holdings, Inc.","CF Industries Holdings, Inc. , together with its subsidiaries, engages in the manufacture and sale of hydrogen and nitrogen products for energy, fertilizer, emissions abatement, and other industrial activities in North America, Europe, and interna...",USD,76.93,76.93,2025-12-30,67.27,2025-04-08,-10.5,109.94,2022-08-26,56.78,2023-06-01,48.4,2383643,0.0166,2023-07-20,49.0,2025-05-21,43.0,71.14,2025-04-14,2025-06-11,False,7006000000,13173261312,0.1105,1558000000,13286462337,12.8,0.91
BWMN,Bowman Consulting Group Ltd.,"Bowman Consulting Group Ltd. provides engineering, technical, and technology enhanced consulting services in the United States.",USD,33.75,33.75,2025-12-30,18.39,2025-03-10,-20.7,44.43,2025-11-05,32.51,2025-11-20,26.8,136570,0.0409,,,2025-03-19,9.0,21.14,2025-04-21,2025-06-11,True,1714000,604063680,0.0512,154997000,522264936,74.5,4.5
PR,Permian Resources Corp,"Permian Resources Corporation, an independent oil and natural gas company, focuses on the development of crude oil and associated liquids-rich natural gas reserves in the United States.",USD,14.17,14.17,2025-12-30,10.03,2025-04-08,11.8,16.69,2024-04-09,10.03,2025-04-08,39.9,9497096,0.02,2025-05-12,34.0,2025-05-12,34.0,10.65,2025-04-14,2025-06-11,True,2114219000,10503422976,0.0312,3593429944,11787589643,8.79,5.09
TV,"GRUPO TELEVISA, S.A.B.","Grupo Televisa, S. A.",USD,2.93,2.93,2025-12-30,1.53,2025-04-08,13.1,11.52,2021-06-07,1.53,2025-04-08,86.7,1752466,0.0266,2025-05-20,42.0,2025-05-20,42.0,1.63,2025-05-05,2025-06-11,True,34079756000,1563271168,0.2351,54291714048,55204066884,,3.85
INTR,"Inter & Co, Inc.","Inter & Co, Inc. , through its subsidiaries, engages in the banking and spending, investments, insurance brokerage, and inter shop businesses in Brazil and the United States.",USD,8.5,8.5,2025-12-30,3.94,2025-01-03,-6.0,10.02,2025-11-11,7.94,2025-12-17,20.8,2254233,0.0284,,,2025-01-30,27.0,5.57,2025-04-14,2025-06-11,True,1125720000,3908823552,0.2229,19621790720,22073609120,3.05,2.04
APA,APA Corp,"APA Corporation, an independent energy company, explores for, develops, and produces natural gas, crude oil, and natural gas liquids.",USD,24.7,24.7,2025-12-30,13.47,2025-04-08,-0.3,45.61,2022-06-07,13.47,2025-04-08,70.5,5437793,0.0281,2025-05-13,35.0,2025-05-13,35.0,14.29,2025-04-15,2025-06-10,True,8398000000,9077043200,0.1118,4116000064,9443440576,11.15,2.16
ALV,AUTOLIV INC,"Autoliv, Inc. , through its subsidiaries, develops, manufactures, and supplies passive safety systems to the automotive industry in Europe, the Americas, China, Japan, and rest of Asia.",USD,120.18,120.18,2025-12-30,75.73,2025-04-08,-3.3,128.01,2025-10-03,112.69,2025-11-20,12.0,546310,0.0151,,,2025-05-12,34.0,81.12,2025-04-15,2025-06-10,True,1992000000,9521790976,0.0347,1965000128,8281625408,11.53,3.44
BWA,BORGWARNER INC,"BorgWarner Inc. , together with its subsidiaries, provides solutions for combustion, hybrid, and electric vehicles worldwide.",USD,45.73,45.73,2025-12-30,24.56,2025-04-08,3.7,45.83,2025-11-12,40.8,2025-11-20,11.0,3751106,0.0173,,,2025-05-12,34.0,25.73,2025-04-16,2025-06-10,True,2444000000,10341415936,0.0935,1888000000,7518542733,,1.5
RNST,RENASANT CORP,"Renasant Corporation operates as a bank holding company for Renasant Bank that provides a range of financial, wealth management, fiduciary, and insurance services to retail and commercial customers.",USD,35.47,35.47,2025-12-30,27.18,2025-04-11,-2.0,40.39,2021-03-12,22.2,2023-05-11,45.0,529556,0.0168,2023-07-26,76.0,2025-06-09,59.0,27.3,2025-04-14,2025-06-10,True,682095000,3467330560,0.068,75897984,2717492331,16.64,0.34
FET,"FORUM ENERGY TECHNOLOGIES, INC.","Forum Energy Technologies, Inc.",USD,37.39,37.39,2025-12-30,13.57,2025-04-14,40.5,37.39,2025-12-30,,,,109433,0.0387,,,2025-06-10,57.0,13.57,2025-04-14,2025-06-10,True,-233141000,461094880,0.1904,193474008,355001473,,2.43
KLAC,KLA CORP,"KLA Corporation, together with its subsidiaries, designs, manufactures, and markets process control, process-enabling, and yield management solutions for the semiconductor and related electronics industries worldwide.",USD,1243.65,1243.65,2025-12-30,572.94,2025-04-04,10.4,1279.6,2025-12-26,,,,904150,0.0257,,,2025-05-12,38.0,616.93,2025-04-21,2025-06-06,True,13532623000,174429323264,0.0322,1404527616,83154282853,28.6,0.36
VIK,Viking Holdings Ltd,"Viking Holdings Ltd engages in the passenger shipping and other forms of passenger transport in North America, the United Kingdom, and internationally.",USD,72.12,72.12,2025-12-30,34.14,2025-04-07,19.3,73.96,2025-12-22,72.12,2025-12-30,2.5,2428713,0.02,,,2025-05-12,35.0,37.51,2025-04-21,2025-06-06,True,-3395516000,32405733376,0.0507,2598898944,19238720777,42.63,3.86
ODC,Oil-Dri Corp of America,"Oil-Dri Corporation of America, together with its subsidiaries, develops, manufactures, and markets sorbent products in the United States and internationally.",USD,48.83,48.83,2025-12-30,40.55,2025-01-13,-19.0,68.69,2025-09-18,46.21,2025-12-09,32.7,78606,0.0272,,,2025-06-06,144.0,41.12,2025-04-21,2025-06-06,True,74651000,740353024,0.048,11839000,617065542,16.0,0.37
WRLD,WORLD ACCEPTANCE CORP,World Acceptance Corporation engages in consumer finance business in the United States.,USD,145.49,145.49,2025-12-30,109.64,2025-01-10,-14.2,259.0,2021-12-22,59.56,2022-12-19,77.0,101126,0.0345,2023-01-13,25.0,2025-01-28,18.0,122.09,2025-04-14,2025-06-06,True,242238452,818610880,0.1551,645200932,1310077169,8.33,2.53
FTI,TechnipFMC plc,"TechnipFMC plc engages in the energy projects, technologies, systems, and services businesses in Europe, Central Asia, North America, Latin America, the Asia Pacific, Africa, the Middle East, and internationally.",USD,45.19,45.19,2025-12-30,23.08,2025-04-08,13.8,46.67,2025-12-03,43.52,2025-12-18,6.7,2841726,0.0194,,,2025-05-12,34.0,24.59,2025-04-21,2025-06-06,True,805200000,20320653312,0.0997,462299968,10610296906,15.82,0.3
TEL,TE Connectivity plc,"TE Connectivity plc, together with its subsidiaries, manufactures and sells connectivity and sensor solutions in Europe, the Middle East, Africa, the AsiaPacific, and the Americas.",USD,230.38,230.38,2025-12-30,121.04,2025-04-04,3.9,249.0,2025-11-05,214.49,2025-11-20,13.9,2026040,0.0188,,,2025-05-12,38.0,125.9,2025-04-16,2025-06-06,True,9373000000,67168092160,0.0453,5122999808,42502428731,45.75,1.6
CMRE,Costamare Inc.,Costamare Inc. owns and operates containerships and dry bulk vessels worldwide.,USD,15.8,15.8,2025-12-30,6.97,2025-05-07,30.4,16.51,2024-06-25,6.97,2025-05-07,57.8,471810,0.018,2025-06-06,30.0,2025-06-06,30.0,6.97,2025-05-07,2025-06-06,True,1695744000,1950622720,0.1208,1023813952,1872827103,3.93,5.12
IMOS,CHIPMOS TECHNOLOGIES INC,"ChipMOS TECHNOLOGIES INC. engages in the research and development, manufacture, and sale of integrated circuits, and related assembly and testing services in Taiwan, Japan, the People's Republic of China, Singapore, and internationally.",USD,30.46,30.46,2025-12-30,13.13,2025-04-10,57.5,34.79,2021-09-03,13.13,2025-04-10,62.3,15043,0.0377,2025-05-05,25.0,2025-05-05,25.0,14.45,2025-04-21,2025-06-06,True,11784065000,1152729600,0.758,2449009664,2974899157,0.37,0.72
PAC,Pacific Airport Group,"Grupo Aeroportuario del Pacífico, S.",USD,263.19,263.19,2025-12-30,168.66,2024-12-31,13.2,272.69,2025-12-23,263.19,2025-12-30,3.5,101503,0.0174,,,2025-05-19,139.0,178.38,2025-04-15,2025-06-06,True,33165708000,13736461312,0.1237,41566550016,50934411880,1.39,5.22
BC,BRUNSWICK CORP,"Brunswick Corporation designs, manufactures, and markets recreation products in the United States, Europe, the Asia-Pacific, Canada, and internationally.",USD,75.03,75.03,2025-12-30,41.05,2025-04-08,17.7,105.23,2021-05-07,41.05,2025-04-08,61.0,788680,0.0237,2025-06-04,57.0,2025-06-04,57.0,42.43,2025-04-16,2025-06-06,True,1820800000,5666793472,0.0497,2045699936,4877136818,,3.47
OMAB,Central North Airport Group,"Grupo Aeroportuario del Centro Norte, S.",USD,108.81,108.81,2025-12-30,65.47,2024-12-31,9.2,112.92,2025-12-23,108.81,2025-12-30,3.6,68053,0.0183,,,2025-04-24,114.0,76.54,2025-04-15,2025-06-05,True,16698878000,5406854656,0.2601,9134969856,13008731890,1.01,1.64
PRM,"Perimeter Solutions, Inc.","Perimeter Solutions, Inc. manufactures and supplies firefighting products and lubricant additives in the United States, Germany, and internationally.",USD,27.82,27.82,2025-12-30,9.02,2025-03-18,26.9,28.9,2025-12-09,27.62,2025-12-17,4.4,939773,0.0338,,,2025-05-08,51.0,9.67,2025-04-21,2025-06-05,True,78035000,4334164480,0.097,483303968,1913726313,12.81,2.86
OSK,OSHKOSH CORP,Oshkosh Corporation provides purpose-built vehicles and equipment worldwide.,USD,126.59,126.59,2025-12-30,78.16,2025-04-08,-1.3,142.85,2025-08-27,118.59,2025-11-20,17.0,605753,0.0241,,,2025-05-19,41.0,80.62,2025-04-21,2025-06-05,True,1962200000,9443886080,0.0859,994600000,6220865794,11.73,1.33
SHG,SHINHAN FINANCIAL GROUP CO LTD,"Shinhan Financial Group Co. , Ltd.",USD,53.83,53.83,2025-12-30,28.46,2025-04-08,6.6,56.13,2025-12-02,52.04,2025-12-17,7.3,171750,0.0165,,,2025-05-15,37.0,31.8,2025-04-14,2025-06-04,True,17503109000000,25975521280,0.3638,31905550434304,31921421375745,0.0,3.61
PII,Polaris Inc.,"Polaris Inc. designs, engineers, manufactures, and markets powersports vehicles in the United States, Canada, and internationally.",USD,64.46,64.46,2025-12-30,30.74,2025-04-08,5.6,126.08,2021-04-23,30.74,2025-04-08,75.6,820583,0.0316,2025-06-04,57.0,2025-06-04,57.0,31.11,2025-04-16,2025-06-04,True,1554600000,4139877120,0.0412,1520199968,3340396058,,2.61
VARRY,Var Energi ASA/ADR,Vår Energi ASA operates as an independent upstream oil and gas company on the Norwegian continental shelf in Norway.,USD,6.64,6.64,2025-12-30,4.47,2025-04-17,2.4,6.86,2025-09-26,6.09,2025-12-02,11.2,8329,0.0212,,,2025-06-03,47.0,4.47,2025-04-17,2025-06-03,True,2528095000,8163248640,0.0739,5406700032,11660197974,9.2,5.88
LTM,LATAM AIRLINES GROUP S.A.,LATAM Airlines Group S. A.,USD,54.23,54.23,2025-12-30,25.48,2025-01-13,23.2,54.9,2025-12-19,53.68,2025-12-29,2.2,811926,0.0182,,,2025-05-08,115.0,29.42,2025-04-14,2025-06-03,True,-1749478000,17617971200,0.1485,5592230912,14592417106,9.95,3.53
DLTR,"DOLLAR TREE, INC.","Dollar Tree, Inc. operates retail discount stores under the Dollar Tree and Dollar Tree Canada brands in the United States and Canada.",USD,124.02,124.02,2025-12-30,61.92,2025-03-12,37.3,174.08,2022-04-20,61.21,2024-11-11,64.8,3483506,0.0233,2025-04-21,161.0,2025-04-22,41.0,71.8,2025-04-15,2025-06-03,True,-1085200000,27009421312,0.0518,7064099968,21708991646,,4.69
TNEYF,Tamarack Valley Energy Ltd./ADR,"Tamarack Valley Energy Ltd. engages in the exploration, development, production, and sale of oil, natural gas, and natural gas liquids in the Western Canadian sedimentary basin.",USD,5.95,5.95,2025-12-30,2.3,2025-04-08,36.2,5.95,2025-12-30,,,,56176,0.0208,,,2025-05-13,35.0,2.53,2025-04-14,2025-06-03,True,992121000,2716884224,0.1985,733221032,2007071505,4.91,1.9
SASOF,SASOL LTD,Sasol Limited operates as a chemical and energy company.,USD,6.1,6.1,2025-12-30,3.04,2025-04-08,-10.8,23.67,2022-06-03,3.04,2025-04-08,87.2,50,0.0446,2025-05-30,52.0,2025-05-30,52.0,3.08,2025-04-21,2025-05-30,True,10251000000,5120726016,0.1635,76450000896,78876437085,0.36,5.93
DOO,BRP Inc.,"BRP Inc. , together with its subsidiaries, designs, develops, manufactures, and sells powersports vehicles and marine products in the Mexico, Canada, Austria, the United States, Finland, Australia, and Germany.",USD,71.5,71.5,2025-12-30,32.25,2025-04-17,11.6,96.74,2021-09-03,32.25,2025-04-17,66.7,187406,0.0211,2025-05-30,43.0,2025-05-30,43.0,32.25,2025-04-17,2025-05-30,True,2188100000,5395500032,0.0472,2536100064,4921680112,,3.4
ETSY,ETSY INC,"Etsy, Inc. , together with its subsidiaries, operates two-sided online marketplaces that connect buyers and sellers worldwide.",USD,55.36,55.36,2025-12-30,40.8,2025-04-08,-21.5,296.91,2021-11-24,40.8,2025-04-08,86.3,3264546,0.032,2025-05-30,52.0,2025-05-30,52.0,42.51,2025-05-01,2025-05-30,True,410068000,6068417536,0.0941,1567507968,5780613027,31.17,2.47
ULTA,"Ulta Beauty, Inc.","Ulta Beauty, Inc. operates as a specialty beauty retailer in the United States, Mexico, and Kuwait.",USD,606.89,606.89,2025-12-30,314.47,2025-03-13,9.1,612.95,2025-12-22,604.09,2025-12-23,1.4,804066,0.0209,,,2025-05-12,60.0,349.59,2025-04-16,2025-05-30,True,4720368000,29479432192,0.0439,2369735008,18044778864,24.67,2.28
BBW,BUILD-A-BEAR WORKSHOP INC,"Build-A-Bear Workshop, Inc. operates as a multi-channel retailer of plush animals and related products in the United States, Canada, the United Kingdom, Ireland, and internationally.",USD,60.08,60.08,2025-12-30,32.9,2025-04-23,-4.5,75.3,2025-09-15,46.89,2025-11-11,37.7,457036,0.0346,2025-12-26,45.0,2025-05-29,36.0,32.9,2025-04-23,2025-05-29,True,199840000,857531840,0.0399,90477000,527315489,13.85,2.44
